Parcel_No,Draw_Acres,Deed_Acres,Realkey,Ownkey,house_no,street_nam,full_add,curr_val,valchgdate,qPub_Link
M16 020A,0.307801,0,4257,10142,489,N GRAY STREET,489 N GRAY STREET,28135,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+020A
M16 021,0.156758,0.14,4258,7369,0,BEARD STREET,0 BEARD STREET,1363,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+021
M16 022,0.156658,0,4259,10144,0,BEARD STREET,0 BEARD STREET,823,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+022
M16 023,0.157812,0,4260,10145,0,BEARD STREET,0 BEARD STREET,1403,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+023
M16 024,0.445568,0,4261,10146,0,BEARD STREET,0 BEARD STREET,4623,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+024
M16 025,5.15938,6,4262,10147,0,OLLIE ST\ BEARD ST,0 OLLIE ST\ BEARD ST,6000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+025
M16 027,0.685725,0,4263,10148,453,VIRGINIA AVENUE,453 VIRGINIA AVENUE,41309,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+027
M16 028,0.143991,0,4264,10149,443,VIRGINIA AVENUE,443 VIRGINIA AVENUE,29452,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+028
M16 029,0.450422,0,4265,10150,0,VIRGINIA AVENUE,0 VIRGINIA AVENUE,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+029
M16 029A,0.0774948,0,4266,10151,0,VIRGINIA AVENUE,0 VIRGINIA AVENUE,300,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+029A
M16 030,0.351949,0,4267,10152,0,VIRGINIA AVENUE,0 VIRGINIA AVENUE,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+030
M16 031,0.299121,0,4268,10153,314,RIVERVIEW STREET,314 RIVERVIEW STREET,3695,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+031
M16 032,0.242437,0,4269,10154,0,RICHARD'S AVENUE,0 RICHARD'S AVENUE,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+032
M16 032A,0.112152,0,4270,10155,0,RIVERVIEW STREET,0 RIVERVIEW STREET,916,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+032A
M16 033,0.57522,0,4271,10156,0,MYERS\RIVERVIEW ST,0 MYERS\RIVERVIEW ST,983,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+033
M16 034,0.62751,0,4272,10157,0,MYERS CIRCLE,0 MYERS CIRCLE,1086,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+034
M16 035,0.573312,0,4273,16351,0,MYERS CIRCLE,0 MYERS CIRCLE,1056,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+035
M16 036,0.522451,0,4274,10159,0,MYERS\HILLCREST ST,0 MYERS\HILLCREST ST,1021,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+036
M16 037,0.379413,0,4275,10160,0,PINEHAVEN STREET,0 PINEHAVEN STREET,806,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+037
M16 038,0.350905,0,4276,10161,0,MYERS CIRCLE,0 MYERS CIRCLE,806,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+038
M16 039,0.301378,0,4277,10162,0,MYERS CIRCLE,0 MYERS CIRCLE,704,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+039
M16 040,0.743623,0,4278,10163,207,AZALEA AVENUE,207 AZALEA AVENUE,54227,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+040
M16 041,0.782125,0,4279,10164,0,AZALEA AVENUE,0 AZALEA AVENUE,57449,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+041
M16 042,0.449286,0,4280,10165,307,AZALEA AVENUE,307 AZALEA AVENUE,91895,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+042
M16 043,0.540942,0,4281,16351,317,AZALEA AVENUE,317 AZALEA AVENUE,45050,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+043
M16 044,0.585026,0,4282,14183,329,AZALEA AVENUE,329 AZALEA AVENUE,117595,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+044
M16 045,0.6828,0,4283,10168,341,AZALEA AVENUE,341 AZALEA AVENUE,96255,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+045
M16 046,0.473999,0,4284,9750,0,AZALEA AVENUE,0 AZALEA AVENUE,2173,11/2/2006,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+046
M16 047,0.452787,0,4285,9750,328,AZALEA AVENUE,328 AZALEA AVENUE,86196,7/22/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+047
M16 048,0.457686,0,4286,9750,0,AZALEA AVENUE,0 AZALEA AVENUE,2173,11/2/2006,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+048
M16 049,0.463094,0,4287,10172,318,HILLCREST STREET,318 HILLCREST STREET,55738,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+049
M16 050,0.450294,0,4288,10173,313,HILLCREST STREET,313 HILLCREST STREET,97441,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+050
M16 051,0.43272,0,4289,10174,228,AZALEA AVENUE,228 AZALEA AVENUE,84392,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+051
M16 052,0.441917,0,4290,10175,218,AZALEA AVENUE,218 AZALEA AVENUE,55454,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+052
M16 053,0.44858,0,4291,7906,306,PINEHAVEN STREET,306 PINEHAVEN STREET,72544,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+053
M16 054,0.733754,0.78,4292,10177,305,PINEHAVEN STREET,305 PINEHAVEN STREET,69052,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+054
M16 054A,0.611608,0.58,4293,15140,0,HWY 25,0 HWY 25,1677,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+054A
M16 055,0.384062,0.36,4294,10179,204,HWY 25 SOUTH,204 HWY 25 SOUTH,69068,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+055
M16 056,0.796598,0.84,4295,10180,117,VIRGINIA AVENUE,117 VIRGINIA AVENUE,93896,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+056
M16 057,0.709442,0,4296,10181,211,VIRGINIA AVENUE,211 VIRGINIA AVENUE,71919,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+057
M16 058,0.582091,0,4297,10182,225,VIRGINIA AVENUE,225 VIRGINIA AVENUE,70916,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+058
M16 059,0.444647,0,4298,15457,237,VIRGINIA AVENUE,237 VIRGINIA AVENUE,52091,10/22/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+059
M16 060,0.449526,0,4299,15824,307,VIRGINIA AVENUE,307 VIRGINIA AVENUE,73281,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+060
M16 061,0.454038,0,4300,14250,317,VIRGINIA AVENUE,317 VIRGINIA AVENUE,66446,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+061
M16 062,0.440132,0,4301,15231,329,VIRGINIA AVENUE,329 VIRGINIA AVENUE,74632,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+062
M16 063,0.466352,0,4302,10187,339,VIRGINIA AVENUE,339 VIRGINIA AVENUE,67601,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+063
M16 064,3.25008,0,4303,10188,0,VIRGINIA AVENUE,0 VIRGINIA AVENUE,9000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+064
M16 066,0.831043,0,4304,10189,655,S GRAY STREET,655 S GRAY STREET,6859,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+066
M16 067,0.259192,0,4305,10190,665,S GRAY STREET,665 S GRAY STREET,17073,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+067
M16 068,0.817513,0.74,4306,10191,723,S GRAY STREET,723 S GRAY STREET,59457,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+068
M16 070,0.525136,0.51,4307,15279,309,ALABAMA AVENUE,309 ALABAMA AVENUE,39752,9/13/2012,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+070
M16 072,0.298719,0.28,4309,10194,428,RIVERVIEW STREET,428 RIVERVIEW STREET,43595,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+072
M16 073,0.321702,0,4310,10195,419,RIVERVIEW STREET,419 RIVERVIEW STREET,25445,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+073
M16 074,0.362239,0,4311,10196,338,VIRGINIA AVENUE,338 VIRGINIA AVENUE,53115,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+074
M16 075,0.337407,0,4312,15654,330,VIRGINIA AVENUE,330 VIRGINIA AVENUE,88774,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+075
M16 076,0.313524,0,4313,16356,318,VIRGINIA AVENUE,318 VIRGINIA AVENUE,34303,2/5/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+076
M16 077,0.341034,0,4314,10199,308,VIRGINIA AVENUE,308 VIRGINIA AVENUE,38144,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+077
M16 078,0.34292,0.38,4315,15513,236,VIRGINIA AVENUE,236 VIRGINIA AVENUE,51975,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+078
M16 078A,0.334876,0.31,6403,13818,0,VIRGINIA AVE,0 VIRGINIA AVE,3235,5/4/2009,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+078A
M16 079,0.353225,0,4316,10201,214,VIRGINIA AVENUE,214 VIRGINIA AVENUE,64944,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+079
M16 080,0.404564,0.17,4317,15678,118,VIRGINIA AVENUE,118 VIRGINIA AVENUE,2797,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+080
M16 081,0.321379,0.17,4318,15411,0,PINEHAVEN STREET,0 PINEHAVEN STREET,1272,7/15/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+081
M16 082,0.331659,0.34,4319,10204,0,PINEHAVEN STREET,0 PINEHAVEN STREET,1158,9/8/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+082
M16 083,0.362703,0,4320,10204,422,PINEHAVEN STREET,422 PINEHAVEN STREET,33300,9/8/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+083
M16 084,0.35042,0,4321,16029,432,PINEHAVEN STREET,432 PINEHAVEN STREET,53649,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+084
M16 085,0.693425,0,4322,16119,440,PINEHAVEN/ALABAMA AV,440 PINEHAVEN/ALABAMA AV,85906,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+085
M16 087,0.333732,0,4323,10208,129,ALABAMA AVENUE,129 ALABAMA AVENUE,3163,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+087
M16 088,0.333568,0,4324,10208,139,ALABAMA AVENUE,139 ALABAMA AVENUE,56014,6/5/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+088
M16 089,0.35924,0,4325,10210,425,HILLCREST STREET,425 HILLCREST STREET,69622,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+089
M16 090,0.355867,0,4326,10211,419,HILLCREST STREET,419 HILLCREST STREET,39640,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+090
M16 091,0.61497,0,4327,10212,426,HILLCREST STREET,426 HILLCREST STREET,73376,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+091
M16 092,0.335566,0,4328,10213,442,HILLCREST STREET,442 HILLCREST STREET,48532,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+092
M16 092A,0.310369,0,4329,10214,0,HILLCREST STREET,0 HILLCREST STREET,1528,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+092A
M16 094,0.967264,0.94,4330,10215,235,ALABAMA AVENUE,235 ALABAMA AVENUE,56650,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+094
M16 096,1.76299,0,4331,10216,0,S GRAY STREET,0 S GRAY STREET,215965,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+096
M16 097,2.61611,0,4332,7369,0,S GRAY/RECREATION DR,0 S GRAY/RECREATION DR,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+097
M16 098,0.199092,0,4333,10149,0,RICHARD'S AVENUE,0 RICHARD'S AVENUE,2308,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+098
M16 099,0.24448,0,4334,10149,0,RICHARD'S AVENUE,0 RICHARD'S AVENUE,1667,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+099
M16 100,0.22786,0,4335,10220,0,RICHARD'S AVENUE,0 RICHARD'S AVENUE,2256,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+100
M16 101,0.248711,0,4336,10221,415,RICHARD'S AVENUE,415 RICHARD'S AVENUE,43110,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+101
M16 102,0.261651,0,4337,10222,0,RICHARD'S AVENUE,0 RICHARD'S AVENUE,46128,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+102
M16 103,0.257836,0,4338,16024,431,RICHARD'S AVENUE,431 RICHARD'S AVENUE,11809,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+103
M16 103A,0.0605809,0,4339,16025,0,RICHARD'S AVENUE,0 RICHARD'S AVENUE,407,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+103A
M16 104,0.331548,0,4340,16026,0,BEARD STREET,0 BEARD STREET,3335,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+104
M16 105,0.27052,0,4341,10226,0,OLLIE STREET,0 OLLIE STREET,2256,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+105
M16 106,0.253055,0,4342,10227,0,OLLIE STREET,0 OLLIE STREET,2256,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+106
M16 107,0.234924,0,4343,10228,0,OLLIE STREET,0 OLLIE STREET,5376,6/22/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+107
M16 108,0.289941,0,4344,10229,0,OLLIE STREET,0 OLLIE STREET,2453,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+108
M16 109,0.287921,0,4345,10230,0,OLLIE STREET,0 OLLIE STREET,2453,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+109
M16 110,0.473158,0.35,6162,15140,0,HWY 25,0 HWY 25,4200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M16+110
M17 001,19.0492,0,4346,7369,0,S GRAY STREET,0 S GRAY STREET,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+001
M17 002,1.17243,0,4347,10232,0,S GRAY STREET,0 S GRAY STREET,10046,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+002
M17 004,1.16149,0,4348,10233,632,LANE DRIVE,632 LANE DRIVE,69473,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+004
M17 006,2.90163,0,4349,10234,0,S GRAY STREET,0 S GRAY STREET,57400,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+006
M17 007,0.541755,0,4350,10235,815,S GRAY STREET,815 S GRAY STREET,43196,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+007
M17 008,0.431854,0,4351,10236,527,RIVERVIEW STREET,527 RIVERVIEW STREET,73332,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+008
M17 009,0.2994,0,4352,10237,0,RIVERVIEW STREET,0 RIVERVIEW STREET,3494,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+009
M17 010,0.307925,0,4353,8648,0,RIVERVIEW STREET,0 RIVERVIEW STREET,1502,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+010
M17 011,0.31642,0,4354,8648,0,ALABAMA AVENUE,0 ALABAMA AVENUE,47190,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+011
M17 012,0.304688,0,4355,16028,214,ALABAMA AVENUE,214 ALABAMA AVENUE,41580,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+012
M17 013,0.305224,0,4356,10241,206,ALABAMA AVENUE,206 ALABAMA AVENUE,40152,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+013
M17 014,0.300608,0,4357,10242,522,HILLCREST STREET,522 HILLCREST STREET,45794,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+014
M17 015,0.298834,0,4358,10243,0,HILLCREST STREET,0 HILLCREST STREET,2462,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+015
M17 016,0.297318,0,4359,10244,536,HILLCREST STREET,536 HILLCREST STREET,41277,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+016
M17 017,0.258169,0,4360,10245,552,HILLCREST STREET,552 HILLCREST STREET,65824,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+017
M17 018,0.220053,0.21,4361,10246,604,HILLCREST STREET,604 HILLCREST STREET,66403,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+018
M17 019,1.10561,0.89,4362,14480,0,HWY 25 SOUTH,0 HWY 25 SOUTH,19600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+019
M17 020,0.349956,0,4363,10248,508,HWY 25 SOUTH,508 HWY 25 SOUTH,66781,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+020
M17 021,0.470349,0,4364,10249,541,HILLCREST STREET,541 HILLCREST STREET,51583,6/26/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+021
M17 022,0.441771,0,4365,10250,521,HILLCREST STREET,521 HILLCREST STREET,91281,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+022
M17 023,0.321531,0,4366,10251,0,HILLCREST STREET,0 HILLCREST STREET,1706,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+023
M17 024,0.332444,0,4367,10252,138,ALABAMA AVENUE,138 ALABAMA AVENUE,46970,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+024
M17 025,0.669001,0.54,4368,12641,0,HWY 25 SOUTH,0 HWY 25 SOUTH,190673,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+025
M17 026,0.645043,0.65,4369,10254,428,HWY 25 SOUTH,428 HWY 25 SOUTH,75994,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+026
M17 027,0.666925,0,4370,10255,442,HWY 25 SOUTH,442 HWY 25 SOUTH,109372,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+027
M17 028,0.155976,0,4371,16004,0,HWY 25 SOUTH,0 HWY 25 SOUTH,1260,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+028
M17 029,0.912803,0,4372,16006,0,HWY 25 SOUTH,0 HWY 25 SOUTH,78656,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+029
M17 030,0.826358,0,4373,10258,323,HWY 25 SOUTH,323 HWY 25 SOUTH,67298,8/8/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+030
M17 031,0.578226,0.58,4374,15668,0,HWY 25 SOUTH,0 HWY 25 SOUTH,62007,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+031
M17 032,1.98833,1.27,4375,10260,353,HWY 25 SOUTH,353 HWY 25 SOUTH,139890,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+032
M17 033,0.920574,0,4376,16433,0,HWY 25 SOUTH,0 HWY 25 SOUTH,41370,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+033
M17 034,1.2867,0,4377,9825,0,HWY 25 SOUTH,0 HWY 25 SOUTH,54600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+034
M17 035,2.25409,0,4378,10263,0,HWY 25 SOUTH,0 HWY 25 SOUTH,129350,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+035
M17 036,3.35829,0,4379,10264,0,HWY 25 SOUTH,0 HWY 25 SOUTH,38700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+036
M17 037,26.0556,21.58,4380,7369,0,SWEETWATER DR,0 SWEETWATER DR,28486,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+037
M17 037A,1.324,0.94,4381,10905,0,SWEETWATER DRIVE,0 SWEETWATER DRIVE,23682,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+037A
M17 038,0.94357,0.72,5534,16430,0,HWY 25 SOUTH,0 HWY 25 SOUTH,42588,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+038
M17 039,2.81459,1,6164,7369,0,SWEETWATER DRIVE,0 SWEETWATER DRIVE,40120,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+039
M17 040,0.786783,0,6163,7369,0,SWEETWATER DRIVE,0 SWEETWATER DRIVE,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+040
M17 041,1.67665,1.77,6216,7369,0,SWEETWATER DRIVE,0 SWEETWATER DRIVE,42180,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+041
M17 042,1.17853,0,6706,16432,0,HWY 25 SOUTH,0 HWY 25 SOUTH,48947,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M17+042
M18 001,2.79989,0,4382,8112,0,RAILROAD STREET,0 RAILROAD STREET,3600,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+001
M18 002,2.61435,0,4383,8112,0,HWY 25 NORTH,0 HWY 25 NORTH,3528,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+002
M18 004,0.252266,0,4384,10269,0,RAILROAD STREET,0 RAILROAD STREET,977,6/1/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+004
M18 005,0.124585,0.12,4385,10270,1399,RAILROAD STREET,1399 RAILROAD STREET,27641,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+005
M18 006,0.123509,0,4386,16213,0,RAILROAD STREET,0 RAILROAD STREET,611,8/5/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+006
M18 007,0.123511,0,4387,10272,1393,RAILROAD STREET,1393 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+007
M18 008,0.124311,0,4388,10273,0,RAILROAD STREET,0 RAILROAD STREET,1018,5/28/2004,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+008
M18 009,0.125112,0,4389,10274,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+009
M18 009A,0.125911,0,4390,10275,1379,RAILROAD STREET,1379 RAILROAD STREET,13492,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+009A
M18 010,0.126712,0,4391,10276,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+010
M18 010A,0.127514,0,4392,10277,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+010A
M18 011,0.128313,0,4393,10278,1363,RAILROAD STREET,1363 RAILROAD STREET,8457,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+011
M18 012,0.129113,0.12,4394,10279,0,RAILROAD STREET,0 RAILROAD STREET,8855,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+012
M18 013,0.129902,0,4395,10280,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+013
