realkey,ownkey,house_no,extension,stdirect,sttype,street_nam,unit,landlot,landdist,landgmd,zoningcode,return_val,assess_rsn,parcel_no,legal_desc,val_chg,prev_val,curr_val,valchgdate,land_type,taxdistric,homeexempt,cuv_renew,orighomval,currhomval,reviewdate,datenow,appraiser,pcy,ccy,hcy,ovrideval,influence1,influence2,influence3,influence4,influence5,influence6,influence7,infltype1,infltype2,infltype3,infltype4,infltype5,infltype6,infltype7,digclass,digstrat,topography,water,sewer,gas,electricty,roadstreet,roadclass,distdrain,nbrstatus,zoning,acc,desire,a_value,p_value,woodacres,totalacres,vendno,histval,fuserid,neighbhood,newownrflg,splitsflg,homedate,spdist,realgrowth,inflgrowth,acctstatus,histyr1,histval1,histyr2,histval2,histyr3,histval3,lat,lon,apprname,alternate,land_appr,ovrdate,ovr_rsn,a_calc,p_calc,ezy,ez_exempt,quad,income,exists,subd_name,subd_lot,subd_blk,subd_sec,subd_phse,io_name,io_date,ovr_acres,parcel_no2,boe_year,boe_value,createdate,zip,statehsval,flcy,fl08val,flbaseval,fl08acres,flappnum,fl08perac,mavorig,mavcurr,mavag,mavpref,mavprev,mavovr,fmvres,fmvcom,fmvacc,mavres,mavcom,mavacc,sale_val,saleland1,saleland2,saleimpcs1,saleimp1,saleimpcs2,saleimp2,returnmail,orighsval2,currhsval2,covhs,covparent,covrealkey,siteaddid,unittype
6949,22314,191,,,,HENDRICKS ROAD,,249,21,,,0,,B13    030A,191 HENDRICKS ROAD,0,254575,254575,5/6/2011,3,02,S1,0,0,0,18991230,7/29/2009,lee anne,,,,0,1.00,1.00,1.00,1.00,1.00,0.48,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,C,16249,0,0.00,8.58,,0,,,0,0,18991230,0,0,0,-1,2012,254575,2011,254575,2010,268859,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,10/17/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,172615,0,65711,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6952,22325,109,,,DR,RACE TRACK,,174,21,,,0,,A13    261,109 RACETRACK DR,0,160008,160008,18991230,1,01,S5,0,0,0,18991230,8/8/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,2,C,13000,0,0.00,0.90,,0,,,0,0,7/8/2008,0,0,0,-1,2012,160008,2011,152118,2010,159893,,,,,,18991230,,0,0,,0,,0,0,COLONIAL GROVE PARK,12,,,,,18991230,0.00,,0,0,10/29/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,142884,0,4124,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6953,22326,106,,,,HORSE WHISPERER,,174,21,,,0,,A13    262,106 HORSE WHISPERER,0,172446,172446,18991230,1,01,S1,0,0,0,18991230,3/14/2014,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,2,C,13000,0,0.00,0.82,,0,,,0,0,2/7/2014,0,0,0,-1,2012,172446,2011,172446,2010,180627,,,,,,18991230,,0,0,,0,,0,0,COLONIAL GROVE PARK,15,,,,,18991230,0.00,,0,0,10/29/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,159446,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6954,22327,0,,,,TENTH STREET,,144,21,,,0,,A21    105A,PART OF LOT 5,0,10000,10000,10/29/2008,1,01,S0,0,0,0,18991230,10/29/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,10000,0,0.00,0.33,,0,,,0,0,18991230,0,0,0,-1,2012,10000,2011,10000,2010,10000,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,10/29/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6956,22346,273,,,RD,COLEY STATION,,134,21,,,0,,B28    012A,273 COLEY STATION ROAD,0,61493,61493,18991230,3,02,S0,0,0,0,18991230,11/15/2011,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,C,55035,0,0.00,19.39,,0,,,0,0,18991230,0,0,0,-1,2012,61493,2011,61288,2010,62151,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/17/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,6458,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6957,22348,0,,,RD,COLEY STATION,,134,21,,,0,,B28    012B,COLEY STATION ROAD,0,15449,15449,2/16/2012,3,02,S0,0,0,0,18991230,2/16/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,0.95,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,E,15449,0,0.00,4.64,,0,,,0,0,18991230,0,0,0,-1,2012,15449,2011,16262,2010,17656,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/17/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6958,22351,0,,,RD,LONGSTREET,,136,24,,,0,,B32    001A,,0,15450,15450,18991230,1,02,S0,0,0,0,18991230,3/30/2012,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,C,3,,,,,,,,,,,0,,13450,0,0.00,1.46,,0,,,0,0,18991230,0,0,0,-1,2012,15450,2011,15450,2010,15450,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/18/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6959,22355,199,,,ST,ASH,,142,21,,,0,,A16    219A,199 ASH STREET,0,20328,20328,5/6/2011,1,01,S0,0,0,0,18991230,11/19/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,2,C,5000,0,0.00,0.28,,0,,,0,0,18991230,0,0,0,-1,2012,20328,2011,20328,2010,23439,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/18/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,15228,0,100,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6961,22364,0,,W,,GA HWY 26,,263,21,,,0,,B13    029A,,0,184340,184340,5/6/2011,3,02,S0,0,0,0,18991230,5/4/2011,larry,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,A,5,,,,,,,,,,,1,C,174854,0,0.00,51.18,,0,,,0,0,18991230,0,0,0,-1,2012,184340,2011,184340,2010,197765,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/19/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,7306,0,2180,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6962,22374,0,,,RD,WHIPPLE SIMPSON,,236,21,,,0,,B24    080,,0,6686,6686,5/5/2011,3,02,S0,0,0,0,18991230,11/20/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,C,6686,0,0.00,1.00,,0,,,0,0,18991230,0,0,0,-1,2012,6686,2011,6686,2010,7260,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/20/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6963,22376,0,,,RD,COOLY-SMITH,,236,21,,,0,,B24    061A,,0,36673,36673,5/5/2011,3,02,S0,0,0,0,18991230,5/4/2011,clegg,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,C,36673,0,0.00,10.00,,0,,,0,0,18991230,0,0,0,-1,2012,36673,2011,36673,2010,39820,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/20/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6964,23775,152,,,RD,MARTY SANDS,,108,21,,,0,C2,B28    054A,152 MARTY SANDS RD,-1,9446,6396,18991230,1,02,S0,0,0,0,18991230,11/26/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,4000,0,0.00,1.00,,0,,,0,0,18991230,0,0,0,-1,2012,4000,2011,4000,2010,4000,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/20/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6965,22402,0,,,,FAULK ROAD,,176,21,,,0,,B37    130A,,0,11438,11438,18991230,3,02,S0,0,0,0,18991230,10/24/2012,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,E,11438,0,0.00,2.85,,0,,,0,0,18991230,0,0,0,-1,2012,11438,2011,11438,2010,12418,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/21/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6966,22403,228,,,DR,JEANNE,,175,21,,,0,,B37    148,LOTS 10&11 BLK E LAKE LINDA ESTATES,0,161806,161806,5/6/2011,1,01,S0,0,0,0,18991230,11/20/2009,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,2,C,20000,0,0.00,1.00,,0,,,0,0,18991230,0,0,0,-1,2012,161806,2011,161806,2010,168698,,,,,,18991230,,0,0,,0,,0,0,LAKE LINDA ESTATES SUBD,10-11,E,,,,18991230,0.00,,0,0,11/21/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,141806,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6967,22406,0,,,RD,SANDPIPER,,153,21,,,0,,B37    088A,SANDHILL S/D,0,2780,2780,5/6/2011,1,02,S0,0,0,0,18991230,9/15/2009,lee anne,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,1200,0,0.00,0.09,,0,,,0,0,18991230,0,0,0,-1,2012,2780,2011,2780,2010,3200,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/25/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6968,22407,0,,,RD,OSPREY,,153,21,,,0,,B49    035A,SANDHILL S/D,0,2180,2180,5/6/2011,1,02,S0,0,0,0,18991230,9/15/2009,lee anne,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,600,0,0.00,0.04,,0,,,0,0,18991230,0,0,0,-1,2012,2180,2011,2180,2010,2600,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/25/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,1580,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6969,22408,0,,,RD,KILLDEER,,153,21,,,0,,B37    141A,SANDHILL S/D,0,4549,4549,9/23/2013,1,02,S0,0,0,0,18991230,11/29/2011,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,3000,0,0.00,0.96,,0,,,0,0,18991230,0,0,0,-1,2012,4549,2011,3000,2010,3000,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/25/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,1549,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6970,22411,0,,,,LIMESTONE LANDING,,187,21,,,0,,B37A   001A,,0,6500,6500,18991230,1,02,S0,0,0,0,18991230,10/26/2011,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,6500,0,0.00,0.65,,0,,,0,0,18991230,0,0,0,-1,2012,5000,2011,6500,2010,6500,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,11/25/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6971,22412,0,,,RD,LIMESTONE,,186,21,,,0,,B37A   001B,LL186 &187,0,76734,76734,18991230,3,02,S0,0,0,0,18991230,9/1/2011,casey,,2011,,0,0.90,0.85,0.85,1.00,1.00,1.00,0.85,001,002,003,004,005,006,012,V,5,004,,,,,,,,,,1,D,0,76734,0.00,63.14,,0,,,0,0,18991230,0,0,0,-1,2012,76734,2011,76734,2010,175066,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,175066,11/25/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6973,22415,0,,,ST,TENTH,,144,21,,,0,,B38D   080A,"LOTS 101,102 ,103",0,24000,24000,18991230,1,02,S0,0,0,0,18991230,11/20/2009,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,2,C,24000,0,0.00,1.15,,0,,,0,0,18991230,0,0,0,-1,2012,24000,2011,24000,2010,24000,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/1/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6975,22417,0,,,,GA HWY 87,,129,21,,,0,,A24    026,GA HWY 87,0,35000,35000,18991230,1,02,S0,0,0,0,18991230,11/20/2009,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,2,A,35000,0,0.00,1.75,,0,,,0,0,18991230,0,0,0,-1,2012,35000,2011,35000,2010,35000,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/2/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6977,22419,222,,,ST,ELIZABETH,,85,21,,,0,,B43    064A,222 ELIZABETH ST,0,244736,244736,18991230,1,02,S1,0,0,0,18991230,6/20/2011,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,27500,0,0.00,1.21,,0,,,0,0,3/30/2010,0,0,0,-1,2012,244736,2011,244736,2010,251994,,,,,,18991230,,0,0,,0,,0,0,COTTON RIDGE SUBDIVISION,PRT 8,,,,,18991230,0.00,,0,0,12/2/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,207167,0,10069,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6978,22420,315,,,RD,PIPKIN-SAPP,,142,24,,,0,,B43    006B,315 PIPKIN SAPP ROAD,0,35312,35312,5/6/2011,3,02,S0,0,0,0,18991230,4/26/2010,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,4,C,20164,0,0.00,5.06,,0,,,0,0,18991230,0,0,0,-1,2012,35312,2011,35312,2010,38476,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/2/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,2118,0,13030,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6979,22421,0,,,RD,KING,,110,24,,,0,,B44    042A,LL110  24LD,0,8197,8197,5/5/2011,3,02,S0,0,0,0,18991230,12/3/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,4,C,8197,0,0.00,1.57,,0,,,0,0,18991230,0,0,0,-1,2012,8197,2011,8197,2010,8899,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/3/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6982,22424,0,,,,GA HWY 257,,180,21,,,0,,B48    005A,,0,35523,35523,18991230,1,02,S0,0,0,0,18991230,5/2/2011,larry,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,0.80,001,002,003,004,005,006,012,R,3,,,,,,,,,,,0,,35523,0,0.00,11.81,,0,,,0,0,18991230,0,0,0,-1,2012,35523,2011,35523,2010,35523,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/4/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6984,22426,0,,,RD,OLD EASTMAN,,149,21,,,0,,B48    064A,,0,101797,101797,5/9/2011,1,02,S0,0,0,0,5/9/2011,5/9/2011,larry,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,C,3150,0,0.00,0.63,,0,,,0,0,18991230,0,0,0,-1,2012,101797,2011,101797,2010,84671,,,"LARRY GRIGGERS, AVTACS",,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/4/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,98647,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6985,22427,0,,,RD,FLOYD-NESMITH,,91,21,,,0,,B49    150,FLOYD-NESMITH ROAD,0,6078,6078,5/5/2011,3,02,S0,0,0,0,18991230,12/4/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,3,C,6078,0,0.00,1.00,,0,,,0,0,18991230,0,0,0,-1,2012,6078,2011,6078,2010,6600,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/4/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6986,22428,0,,,RD,OLD EASTMAN,,152,21,,,0,,B49    016A,,0,540,540,12/4/2008,1,02,S0,0,0,0,18991230,12/4/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,0.80,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,C,540,0,0.00,0.15,,0,,,0,0,18991230,0,0,0,-1,2012,540,2011,540,2010,540,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/4/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6987,22430,0,,,RD,FRANK COOK,,116,21,,,0,,B50    050A,LL116/117 21LD,0,6328,6328,12/5/2008,1,02,S0,0,0,0,18991230,12/5/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,3,B,6328,0,0.00,1.97,,0,,,0,0,18991230,0,0,0,-1,2012,6328,2011,6328,2010,6328,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/5/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6988,22431,431,,,RD,COUNTRY CLUB,,86,21,,,0,,B50    234,431 COUNTRY CLUB RD,0,264650,264650,18991230,3,02,S1,0,0,0,18991230,9/26/2013,sue,,,,0,1.00,1.00,1.00,1.00,1.00,0.80,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,2,C,22594,0,0.00,6.87,,0,,,0,0,18991230,0,0,0,-1,2012,264650,2011,264650,2010,24532,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/5/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,216678,0,25378,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6990,22433,690,,,RD,COUNTRY CLUB,,93,21,,,0,,B50    215C,690 COUNTRY CLUB RD,-1,67671,67262,1/10/2014,3,02,S1,0,0,0,18991230,5/4/2011,clegg,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,3,C,41632,0,0.00,15.00,,0,,,0,0,1/9/2009,0,0,0,-1,2012,64808,2011,64808,2010,66954,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/8/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,23039,0,3000,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6991,22434,0,,,RD,ROBIN,,85,21,,,0,,B51    082A,ROBIN ROAD,0,20325,20325,18991230,1,02,S0,0,0,0,18991230,11/6/2012,sue,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,3,C,20325,0,0.00,3.85,,0,,,0,0,18991230,0,0,0,-1,2012,20325,2011,20325,2010,20325,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/8/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6992,22435,383,,,RD,JONES,,55,21,,,0,,B51    107A,383 JONES ROAD,0,56071,56071,18991230,3,02,S0,0,0,0,18991230,6/2/2011,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,3,C,7977,0,0.00,1.35,,0,,,0,0,18991230,0,0,0,-1,2012,56071,2011,56071,2010,61427,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/8/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,43210,0,4884,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6993,22437,115,,,RD,JONES BRANCH,,55,21,,,0,,B51    108A,115 JONES BRANCH RD,0,210531,210531,5/6/2011,3,02,S1,0,0,0,18991230,10/18/2010,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,3,C,16349,0,0.00,3.24,,0,,,0,0,12/30/2009,0,0,0,-1,2012,210531,2011,210531,2010,220533,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/8/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,191786,0,2396,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6996,22442,0,,,,BEAVER RUN,,52,21,,,0,,B52    020A,,0,50405,50405,18991230,3,02,S0,0,0,0,18991230,7/10/2012,casey,,2012,,0,1.00,1.00,1.00,1.00,1.00,0.90,1.00,001,002,003,004,005,006,012,V,5,,,,,,,,,,,3,C,0,50405,0.00,21.85,,0,,,0,0,18991230,0,0,0,-1,2012,50405,2011,50405,2010,52188,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/9/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
6997,22443,122,,,,ROCKING H TRAIL,,53,21,,,0,,B52    013A,,-1,64103,62892,1/10/2014,1,02,S1,0,0,0,18991230,2/24/2010,maryjohill,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,3,C,4000,0,0.00,1.00,,0,,,0,0,3/16/2009,0,0,0,-1,2012,60916,2011,60916,2010,60916,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/9/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,60103,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
7001,22448,0,,,RD,RODDY,,90,21,,,0,,B59    009B,,0,29554,29554,5/5/2011,3,02,S0,0,0,0,18991230,12/15/2008,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,3,C,29554,0,0.00,8.00,,0,,,0,0,18991230,0,0,0,-1,2012,29554,2011,29554,2010,32089,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/15/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
7002,22449,0,,,RD,BASS MULLIS SMITH,,32,21,,,0,,B60    063A,,0,19900,19900,18991230,1,02,S0,0,0,0,18991230,10/30/2009,lee anne,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,3,,,,,,,,,,,3,C,19900,0,0.00,3.98,,0,,,0,0,18991230,0,0,0,-1,2012,19900,2011,19900,2010,19900,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/16/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
7004,22451,0,,,RD,SALEM CHURCH,,50,22,,,0,,B63    028A,,0,49341,49341,18991230,3,02,S0,0,0,0,18991230,9/1/2011,casey,,2011,,0,1.00,0.95,0.85,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,V,5,,,,,,,,,,,5,D,0,49341,0.00,34.01,,0,,,0,0,18991230,0,0,0,-1,2012,49341,2011,49341,2010,60981,,,,,LARRY GRIGGERS,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/17/2008,,0,,0,0,0.00,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
7005,22452,1699,,,,HWY 26 E,,52,22,,,0,,B63    048B,1699 HWY 26 E,0,77276,77276,5/6/2011,1,02,S1,0,0,0,18991230,4/26/2011,casey,,,,0,1.00,1.00,1.00,1.00,1.00,1.00,1.00,001,002,003,004,005,006,012,R,4,,,,,,,,,,,1,C,7380,0,0.00,1.23,,0,,,0,0,1/9/2009,0,0,0,-1,2012,77276,2011,77276,2010,87780,,,,,,18991230,,0,0,,0,,0,0,,,,,,,18991230,0.00,,0,0,12/17/2008,31012,0,,0,0,0.00,,0.00,0,0,0,0,0,0,66000,0,3896,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,
